Orionintie|24.76728,60.18267
Tähdenlennonkuja|
Kimin kahvila|24.8129549,60.2207036
Aalto Vesilaboratorio|24.819936770000005,60.18560621
Nostoväenpuisto|24.8254457,60.23331019999999
Kalastajantie|
Lammenranta|
Porarinpolku|
Ulappakatu|
Ruiskuja|
Vahveropolku|
Poikkimetsä|
Blominkuja|
Teohydrauli|24.594387040000004,60.19957586
William K|24.8094305,60.218064
Haralahdentie|
Eestinmalmi|
Herttuankuja|
Rantasauna|24.839442780000002,60.18826984
Kuusamakuja|
Ankkurinvarsi|
Alaniementie|
Lukionahde|
Se Toinen Vesi|24.6343069,60.1534856
Sotka|24.717515018181818,60.16286396363636
Ankkuritouvi|
Muulonranta|
Niipperinrinne|
Mattbergets daghem|24.749630588888888,60.164153411111116
Törmäniityntie|
Päärynäkuja|
Ruosteinen mutkikas rautapalkki|24.8068703,60.172656
Nuijamäki|
Tollinrinne|
Kruununrinne|
Kauniaisten ratsastuskeskus|24.7201971,60.2014288
Ruiskaski|
Sony Center|24.7201845,60.1619296
Fallåker|
Kedonkukka|
Vermonpolku|
Veininmäki|
Tiistiläntie|
AutoJalonen|24.758740633333332,60.171244022222226
Friisilän koulu|24.7072239,60.1696701
Espoon keskuspuisto|24.6937923,60.1875257
Espotel|24.76601011578947,60.167875684210514
Urheilukentäntie|
Saarniraivion päiväkoti|24.6645763,60.197634
Ullanmäentie|
Seilikaari|
Tuikkukuja|
Nummitie|
Vihermäentie|
Mäkkylänmutka|
Ravintola Kaarlo|24.6690206,60.1424459
Savupirtinkuja|
Soukanraitti|
Kilonpuistonkatu|
Kirkkoväärtintie|
Purotie|
Veräjäkallionkatu|
Tekniset Rajala|24.6503722,60.2156852
Viirikuja|
Gumbölentie|
Kolmperäntie|
Mäkkylän koulu|24.8275743,60.2271612
Taavilankallio|
Nimismiehenpelto|
Itä-länsi 6|
Nurminiityntie|
Haukilahti|24.7822128,60.1555805
Hiiralantie|
Ensimmäinen huvilatie|
Kiveliöntie|
Kilonkuja|
Juvansyrjä|
Turveradantie|
Hannuksenkuja|
Aallontaite|
Talin frisbeegolfrata|24.842299231818185,60.21279182727272
Kaunokkipolku|
Långkärrsbärget|24.7616591,60.2931897
Ojankulma|
Korpiniityntie|
Building 13|24.75991921818182,60.2228145090909
H&M Iso Omena|24.7389214,60.1607624
Kaskipuunmäki|
Puustellinmäki|
Kirkkojärventie|
Metsäkuja|
Ymmerstan koulu|24.7149057,60.2047021
Everstinpuisto|24.823873855555558,60.212188622222214
Kalabaari|24.8014941,60.176563
Aallonmerkki|
Tammihaantie|
Juhannustie|
Amica: Alvari|24.826955,60.1854876
Mutkatie|
Nuijavuori|
St1 Time Out Espoo Lähderanta|24.7416591,60.2401001
Bembölen kahvitupa|24.673956216666667,60.22278756666666
Savitiilentie|
Aalto Puunjalostustekniikka 1|24.824966882608695,60.18164865217389
Merenpeili|
Puolarinportti|
Messi Pub|24.6427946,60.1538045
Lukkarinmetsä|
Rastaspuistontie|
Koskelontie|
Mankkaan koulu|24.7793671,60.1931232
Nobilis|24.7137726,60.1466535
Kalliohaanpää|
Hirvox|24.6938764,60.1593726
Inaria|24.6944926,60.159467
Tuomarilanrinne|
Päivänkilontie|
Mickelsinkuja|
Aurinkoniityntie|
Voudinkuja|
Mäenrinne|
Soittotie|
Eestinahde|
Kihokkiniitty|
Vehaksenportti|
Meri-Hanikka|
Nuolihaukantie|
Neste Oil Express|24.6486173,60.1532138
Pyykorventie|
Komentajankatu|
KELA|24.8034819,60.1766127
Heinäpoudanpiha|
Arne Grahnin puistotie|
Jämeräntaival|
Seurakuntatalo|24.7696719,60.2486463
Espoon kirkko|24.65226976923077,60.20934953846154
Keijumäki|
Lugnetinniitty|
Reviisorinkatu|
Huivi|24.8199363,60.2252448
Musketöörinpolku|
Puolarmetsänlaakso|
Kampelatie|
Väli-Henttaan tie|
Kirstinmäki|
Portinvartijantie|
Vesirattaanmäki|
Lukupuronportti|
Räisälänkuja|
Interhome Oy|24.8316266,60.2352094
Huvilaharju|
Juuritie|
Suopuronrinne|
Turvesuontie|
Subway|24.8120155,60.2181725
Joupinpuisto|
Pensaskertuntie|
Luukkaan uimapaikka|24.6904536,60.3126509
Itäportti|
Majurinkatu|
Törmänahde|
Tervanpolttajantie|
Pappilantie|
Ruispellontie|
Lintulaaksontie|
Kotipizza|24.7414311,60.1590374
Kuusitie|
Minttupelto|
Magnus Enckellin kuja|
Keisarinnantie|
Mustikkatie|
Sotaveteraanien muistomerkki|24.6534318,60.2081679
Tulikivi|24.6494753,60.2161025
K-Supermarket Mankkaa|24.7673044,60.2046872
Nuottalahti|
Punavarpusenpolku|
Espoontorin Pyörä|24.655325,60.2044003
Klovinpellontie|
Naurismäki|
Kahisevanmäki|
02230 Espoo|24.7384256,60.1614007
Röyläntie|
Santapellontie|
Sinikalliontie|
Hernekertuntie|
Ruusutorpanmäki|
Toppelundinkuja|
Omnia - (Espoon keskus, Lehtimäentien toimipiste)|24.65541114375,60.21305955625
Ajomiehenkuja|
Nuottamiehentie|
Lippajärven uimaranta|24.73336198461538,60.23124826923077
Aurorankuja|
Niipperinojanpolku|
Rautakiskonpolku|
2A|24.730358380000002,60.17170288
Pizza Paradise|24.8133417,60.2288933
Tahkorinne|
Joupinlaaksonkuja|
Snettansintie|
Etelä-Pohjoinen 2|
Isoistenkuja|
Haikaranportti|
Veteraanintie|
Myntinsyrjä|
Kornäs|
Shell Espoo Suomenoja|24.7059992,60.1615897
Laudetie|
Building 14|24.7599147,60.222172677777785
Alko|24.7406066,60.2407511
Gräsansiimes|
Hesburger Espoo Merituuli|24.7064234,60.1628204
Emil Halmeen tie|
Vanha Muuralantie|
Puolarniitynkuja|
Keltontie|
Finos|24.6642101,60.1994916
Bauhaus Espoo|24.711625333333334,60.15930806000001
H&M|24.8016723,60.175752
Vasarapolku|
Sinitiaisenkuja|
Yläkalliontie|
Public House Wilperi|24.6692896,60.1414883
Game Bike|24.7398006,60.1619729
Laaksonpohjantie|
KappAhl|24.802217,60.1765399
Casa rustica|24.7666234,60.1951123
Kallionlaita|
Träskändan puistotie|
Pohjoisentie|
Eriksbergintie|
Aalto Puunjalostustekniikka 2|24.825584078571428,60.180949735714286
Sokinvuorenrinne|
Komeetankatu|
Aamupolku|
Rakentajainkuja|
Pellavakaskenkuja|
Nordea|24.754168099999998,60.208069241666664
Euromaster|24.7679916,60.29900438
Muuralanpiha|
Planeetankatu|
K1 Katsastajat|24.698629814285717,60.16874684285714
Venepellonmäki|
Kalustetukku|24.7090592,60.1563769
Telaniityntie|
Vanha Järvikyläntie|
Escafé|24.8012071,60.1765777
Sokos Hotel Tapiola Garden|24.807564799999998,60.17734515
Kilon terveysasema|24.7863028,60.2180971
Tuohikuja|
Otaniemen voimalaitos|24.827905505882352,60.18802341764706
Kaskimäki|
Vehnäkuja|
Rintamamiehentie|
Leenankuja|
Uudenkylänmäki|
Kivennavankuja|
Kaskihalme|
Karaniityntie|
Siirtolakuja|
Niipperintie|
Krattikuja|
Mankkaan päiväkoti|24.7695646,60.1931056
Neljäs järvikuja|
Juhaninkuja|
Kaisan cafe|24.8041035,60.1746681
Nissintie|
Hiirisuontie|
Taalaritie|
Engelin puistotie|
Espoon siunauskappeli|24.644932400000002,60.205801799999996
Kruununtie|
Kalasääksenkatu|
Hakakuja|
Kaitaan hiekka|24.699217060000002,60.14999878
Kavallinpuisto|
Järvenperäntie|
Tapiolan verovirasto|24.8018856,60.175705
Olarinsilta|
Vesiniityntie|
Patikkamäki|
Kalke & Malila|24.6314628,60.1644128
Metsätontunpolku|
Turuntie; Pitäjänmäentie|
Kaitatie|
Otaranta|
Kiskottajankuja|
Kake|24.7160546,60.2295803
Myötätuulenmäki|
Peuramäenkuja|
Kilupolku|
Ajokoirantie|
Salon West Hair|24.7391358,60.1612052
Leppäkertuntie|
Ruutisarvi|
Kahakuja|
Seilimäen päiväkoti|24.766885330769234,60.18878525384615
Herraskuja|
Karjasilta|
Nihtirinteenkuja|
Nuijalantie|
Syreenipolku|
Kaivosmiehenkuja|
Hauenkita|
Keltasirkunpolku|
Helsinki Finland Temple|24.78143358947369,60.22517373684212
Satukuja|
Kiulutie|
Teljotie|
Jupperinmetsä|
Veininkatu|
Oksakarhinmäki|
2B|24.73094604,60.171647400000005
Postipuunpolku|
Hösmärinmäki|
Matinpuronpolku|
Friisilän päiväkoti|24.7139263,60.1671867
Sotilaanpellonpolku|
Keinumäen koulu|24.6868797,60.2203428
Etelä-Pohjoinen 3|
Linnustajankuja|
Leppävaaran asukaspuisto|24.818896800000005,60.230375179999996
Soukansyrjänpolku|
Leppärousku|
Riihiuunintie|
Aspelininkuja|
Hansakallionkuja|
Etno|24.8315908,60.183578
Kotipesänkuja|
Korpipolku|
Friisilän koulun kenttä|24.70766503333333,60.16919951666667
Villa Elfvikin lintutorni|24.8239738,60.1998919
Niittytaival|
Eestinmalmintie|
Vähän-Myntin tie|
Vehkakuja|
Hirsipolku|
Sellon Pyörä|24.8124232,60.2169414
Tuomarilantie|
Laakapelto|
Studio Omena|24.7394343,60.160908
Kylälahdentie|
Kuunsirppi|
Meriusvan koulu|24.63725832,60.155262459999996
Burmanintie|
Karaniitty|
Sorvalampi|24.6523618,60.295611
Metsäliitto|24.80637322666667,60.17152838666667
Nissinmäentie|
Veijarinkulma|
Kasimirinkuja|
Matinniitty|
Piispanportti|
Kouluportti|
Kivenlahden Pizzapalvelu|24.6344571,60.1533521
Shell Espoo Express Sepänkylä|24.7432656,60.2085622
Kolmirannantie|
Mankkaankallio|
Olarin asukaspuisto|24.7312452,60.1682927
Alatörmä|
Paikkalinnuntie|
K-Market Malminmäki|24.6775975,60.1802537
1|24.8188941,60.2364048
Lansantorppa|
Myllärintie|
Veho Lommila|24.6534893,60.2193761
Liljapolku|
Jänismetsäntie|
Ankkuritie|
Friisinmäenaukio|
Hauenkulma|
Telaniitty|
Sysimaa|
Karhunkynsi|
Soittilanrinne|
Ruskaniitty|
Gertrudinpolku|
Suopurontie|
Torpanniitty|
Roma|24.8141021,60.2289021
Kuutamokatu|
Kaikurinne|
Tapiolan juhlapuku|24.8018144,60.1764707
Ankeriaankuja|
Welfare cafe|24.6549782,60.2063755
Viserrystie|
Anttila|24.6569727,60.1485099
Finnoonniitynpolku|
Hölmölän kioski|24.674411,60.222142
K-Rauta|24.7080807,60.1631902
Keulakuja|
Säkkijärventie|
Peshawar|24.754144,60.2098738
Sorvalammentie|
Holmanniitynkuja|
Hiukkaspolku|
Rakuunanpiha|
Kalevalantie|
Vallipuistonpolku|
Velskolantie|
Nikunsarka|
Mustanlahdenkuja|
Kavallinniitty|
Kuitinkatu|
Suomen 3M|24.81966183333333,60.210284340000015
Viherkallionkuja|
Louhentie|
Sodexho: T-talo|24.8216507,60.1869724
Soukansyrjänpuisto|
Otaniemen sivuapteekki|24.830487,60.184286
Solvallan urh.opiston uimaranta|24.5549508,60.2930926
Hakamaankuja|
Piikuja|
Svinön uimapaikka|24.7077153,60.1245217
Laitmanintie|
Puolarmaari|
Puronvarsi|
Tiistilänraitti|
S-Market Kivenlahti|24.6591676,60.152743
Scandic Colonial bar & Kitchen|24.755419,60.2070054
Juppinlaita|
Mankkaan Pizza Boss|24.7655384,60.196389
Spektri; Trio|24.806628489285718,60.18824961428571
Esport ratiopharm Arena|24.782594567741935,60.17666562903225
Pirttikuja|
Ison-Henttaan tie|
Joupinmäenkulma|
Poikkipuu|
Kottaraisentie|
Teirintie|
Matinkulma|
Norppakuja|
2C|24.730973900000002,60.171421640000005
Päivänkakkarantie|
Teboil Express|24.6609184,60.2189933
Soukantie|
Tiaisentie|
Moikkari|24.656739,60.3514171
Etelä-Pohjoinen 4|
Aalto TUAS-talo|24.819017233333334,60.187166993333335
Hesburger Espoo Espoontori|24.6569053,60.2043992
Sotaneuvoksentie|
Spektri; Duo|24.806364670370368,60.18879850370371
Kotiportintie|
Koivuviidantie|
Koukkuniemenkuja|
Tulppaanipolku|
Lintuparvenkuja|
Karakallion Ostoskeskus|24.763535010526322,60.22883165789474
Kilonpuiston koulu|24.7904758,60.2163573
Lukkarintie|
Kaskikappeli|24.6554853,60.1774179
Hempontie|
Vanha Kirkkotie|
Huviretkitie|
Tiiliskiventie|
Reiviikinkuja|
Kelanpiha|
Iivisniemenaukio|
Rajapaalunportti|
Haltialehto|
Merenkulkijankatu|
Lähderannan Ostoskeskus|24.740659975,60.240967633333334
Ensitie|
Teirinpiha|
Tahtikuja|
SITO|24.80358799285715,60.185090685714286
Kilonpurontie|
Särkitie|
Martinkallion koulu|24.676831900000003,60.1572239
Pitkäjärvenranta|
Puistonreuna|
Riiantie|
Penkkikuja|
Iirismäki|
Keskuskuja|
Ylisrinne|
Seilori|24.6570364,60.1486373
Espoon Venepalvelu Oy|24.7136448,60.156184
Haukilahden koulu ja lukio|24.766441399999998,60.16614645555556
Espoonaukio|
Kalajärven kirjasto|24.7398113,60.3059722
Kuoppamäki|
Kirkkoranta|
Mankkaanlaaksontie|
Kreivinkuja|
Peräsin|
Teräskuja|
Harakankuja|
Suomalainen Kirjakauppa|24.738615,60.1617
Stadin kebab|24.81262,60.2188081
ELIT|24.6660149,60.1465178
Kalajärven Apteekki|24.7401811,60.305156
Haukkalammen luontotupa|24.5143177,60.3092062
Arttelikuja|
Kauklahden kappeli|24.6039069,60.1916627
Haltilankuja|
Rihvelimäki|
Holmankorpi|
Salakkatie|
Olarin koulu ja lukio|24.73744898,60.18036472000001
Ratamotie|
Sorvalammen uimapaikka|24.6514364,60.2959124
Espoon automuseo|24.6705966,60.2754772
Kilim|24.8113197,60.1789476
Ervastintie|
Ivar Ståhlen Kuja|
Maailman-Matti|
Martinsillantie|
Piennarmäki|
Pihkapolku|
Hesburger Espoo Vermonportti|24.8381982,60.2203734
Tuohivirsu|
Ruukintie|
Länsilinnake|
Kirkkokatu|
Opaalitie|
Porraskuja|
Kuninkaantien lukio|24.6600414,60.210127
Vähänlahdentie|
Aurinkoniitty|
Kuusitiaisentie|
Saab-tie|
Kolmikulma|
Vanhan-Mankkaan kuja|
Hietamäenkuja|
Miilukallio|
Tapiolan keskustorni|24.804651445454546,60.17703857272727
Jukolanahde|
Ta-Asumisoikeus Nuottaniementie 25|24.7365804,60.1510817
Peilikuja|
Stenbackantie|
Katiskatie|
Hopeapolku|
Varaväenkuja|
Sotatuomarintie|
Aallon pääkirjasto|24.827956695238093,60.18462272857143
Joupinmäenpolku|
Scanburger|24.6723122,60.2044071
Vuoriharjunkuja|
Keilalahdentie|
Kalliorinne|
Hannusjärventie|
Nöykkiönpuro|
St1 Espoo Automat Karamalmi|24.7511082,60.2177139
Elfvikintie|
Garden City Playschool|24.8122124,60.1791413
Puhurinpolku|
Tinapuisto|
Tuurinniityntie|
Niipperinpelto|
Kolkerannantie|
Soittilanmäki|
Pikkalankuja|
Pellaksenmäki|
Kaitalahdenranta|
Makuuni|24.7410594,60.1573963
Tuulikuja|
Ajojahdintie|
Sepelkyyhkyntie|
2D|24.73048224,60.171377559999996
Kilonkallionpolku|
Kontiontie|
Alaniitynkuja|
TF|24.8329323037037,60.186015077777775
Westendinkuja|
Etelä-Pohjoinen 5|
Kolmas huvilatie|
Taimimaan hiekkalaatikko|24.831847383333336,60.250609250000004
Kunnarlantie|
Iirisrinne|
Kartanonkulma|
Mankkaanpuron koulu|24.7763201,60.1924448
Forsbackantie|
Kurtinkuja|
Kivenlahdenkatu|
Pisanniitty|
Kaivomestarinkatu|
Bredanportti|
Vemmelsäärentie|
Saunaranta|
Viherlaakson kirjasto|24.7422411,60.2273609
Kievarinpolku|
Ryijykuja|
Radisson SAS Otaniemi|24.8363863,60.1837362
Mestarintunneli|
Kylvötie|
Heikunanpolku|
Kaskimaa|
Kurtinmäenkuja|
Kanavaniemi|
Tiirakarintie|
Laurinlahdenkuja|
Kuusikallionkuja|
Tilkekuja|
Nikkarinkuja|
Elisantie|
Perkkaankuja|
Toppelundin uimaranta|24.7877136,60.1560089
Kippokuja|
Hiidenpolku|
Möilimäki|
Komeetan koulu|24.7329285,60.1675361
Martinmetsä|
Harmaaparrankuja|
Ristiniementie|
Kandidaatinkuja|
Tillinmaa|
Mattlidens skola och gymnasium|24.750395410000003,60.16379399
Lounasravintola Carte|24.7661956,60.2083454
Tapiolan kirjasto|24.8044913,60.1775632
Kokkatie|
Kuudes järvikuja|
Virvattarenpolku|
Kauristie|
Saarnilaakson koulu|24.667431432500003,60.195329207499995
Aapelinkatu|
Keittiöjätti|24.6497885,60.2158762
Ateljee Alahuone|24.729457,60.1543322
Soittilantie|
Suomalaistentie|
Tyrskyvuori|
Ouritie|
Honkaportti|
Hannuskallio|
Jänismäki|
Töyrymäki|
Kala-Matti|
Sepontie|
Peltokuja|
Koukkupolku|
Etola Tapiola|24.8036264,60.1746037
Keilasatama|
Näkki|
Matalajärventie|
Suomen polkupyörätukku Tapiola|24.7933301,60.1758679
Lepsämänjoentie|
Hannusjärvenmäki|
Palokaivon leikkikenttä|24.71316,60.16753452999999
Haukanholman keittokatos|24.5064167,60.3100543
Ylismäentie|
Kylävainionkuja|
Tuokkoskuja|
Metsänneidonkuja|
Sunan koulu|24.67840766875,60.196678318749996
Gobbacksenrinne|
Niittopiha|
Sokinvuori|
Tonttumuorinkuja|
Itäranta|
Talvikuja|
SK Tuote Oy|24.8140736,60.2290796
Jupperintie|
Gumböle Golf range|24.614021250000004,60.223797725
Järvikyläntie|
Rajamännynkuja|
Muuralantie|
Pitkäkorpi|24.7585499,60.2906609
Lakkautettu Matinkylän lämpökeskus|24.74617738,60.164349859999994
Primus-Talli|24.700243970833338,60.2468015625
Piennartie|
Vieraskuja|
Rastasniityntie|
Vantinlaaksontie|
Posti 02150|24.8302691,60.1845529
Hirvimäenpolku|
Taavilankuja|
Sotaviskaalintie|
Mänkimiehentie|
Maarinlahden luontotorni|24.8190088,60.1895004
Milad|24.6563821,60.1768162
Elite|24.7392566,60.1574251
Muolaanpuisto|
Katri Valan tie|
Etelä-Pohjoinen 6|
Muuralanportti|
Mimerkinkuja|
Esikunnankuja|
Suvisaarentie|
Karsikkotie|
Vesiputoustalo|24.80544568,60.174693680000004
Nöykkiön kirjasto|24.663603453846157,60.16765815384617
Hakjärvenranta|
Huvilinnanaukio|
Ohrakaski|
Kuurintorpankuja|
Swing Life Science Center|24.832436405263152,60.178225871052625
Siirtomaidenkuja|
Nurmilinnuntie|
Päivänkehrän koulu|24.737471440000004,60.173607219999994
Mankaantie|
Alilähde|
K-Market Sorsakivi|24.7859342,60.1619911
Autokoulu Elo|24.7024673,60.1625218
Viherlaakson apteekki|24.7422842,60.2268325
Marketanpuisto|24.704629564516132,60.24879405806452
Reitti 2000 / Walking|
Mehiläisenpolku|
Opera|24.7347448,60.1755096
Pellaksenportti|
Etuniemenkuja|
Bosmedsinkuja|
Hietaniementie|
Niittytöyry|
Päiväkoti Pellava|24.6268191,60.2016698
Pikkulinnunkuja|
Staffaninkuja|
Riihikuja|
Kievarinraitti|
Maapallonkatu|
Puintimäki|
Isku|24.7203605,60.161973
Kalkkikuja|
Koivumankkaan päiväkoti|24.783768772000002,60.18409151999998
Vaahteristo|
Kaupinkalliontie|
Pohjoinentie|
Juvankartanontie|
Tarmo Lähikauppa|24.6567605,60.3511995
Haravakuja|
Hilparikuja|
Maininkitie|
Kirkon Kymppi|24.65746306153846,60.210067800000004
Suistamonkuja|
Otaniemen kappeli|24.8372857,60.1893498
Tapiolan Apteekki|24.8025072,60.1771018
Luontopolku|
Würth Center|24.756911542857146,60.1786143
Big Mama's|24.6586016,60.1486454
Lintulaaksonreitti|
Pakastiaisenkuja|
Cafe & Ristorante benessere|24.8116239,60.21537
Kantokuja|
Vilhelmintie|
Auringonpolku|
Luonnottarenpolku|
Redbell|24.7750399,60.2042717
Lumilyhdynpolku|
Aamupäivänkuja|
Aalonhuipun päiväkoti|24.638781809523813,60.150383819047626
Moisiontie|
Takkavitsankuja|
Nuuksion ratsastuskeskus|24.6069243,60.264035
Kokinkyläntie|
Marinsatamantie|
Puolarkuja|
Mäntytie|
Kirstin koulu|24.670306933333332,60.20173326666667
Kuitinmäen koulu|24.727039364705885,60.16830568823529
Espoon pizza|24.664459,60.1993892
Koskelonpiha|
Ohrakaskenmäki|
Tapionraitti|
Kauppakeskus Merituuli|24.707108058823533,60.163473747058816
Saunarinne|
Rantavallintie|
Löylytie|
Nuuksion ulkoilumaja|24.5919487,60.2487138
Uuraantie|
Otahalli|24.835261882608698,60.184211860869574
Pirttiharju|
Kappalaisenkuja|
Soukan kirkkotie|
Suopuronmäki|
Punarinnantie|
Kiertolinnuntie|
Viherlaakson koulu ja lukio|24.739345556250004,60.22831539375001
Invalidintie|
Hiirimäki|
Alankotie|
Kallionsyrjä|
Kalliotie|
Koulumäen koulu|24.66668452857143,60.14484612857143
Posti 02140|24.8048164,60.203977
Tammitie|
Lakeanmäentie|
Innopoli 2|24.81236428965517,60.185402696551726
Piilipuntie|
Hiidenkiventie|
Uudentorpankuja|
Isonkorvenrinne|
Matinraitti|
Itäinen jokitie|
Autohuolto|24.73310966,60.30967874
Kemistintie|
Planeetanrata|
Suvelan kappeli|24.66695574285714,60.2029488
Koivunlehväkuja|
Kiveliönpiha|
Alakalliontie|
Metsätorpankuja|
Kotimetsä|
Tammipää|
Ruusutorpan koulu|24.8018379,60.2167785
Herastuomarintie|
Tillinrinne|
Michael's Garage|24.6431818,60.210457
Palomiehentie|
Etelä-pohjoinen 7|
Tapiolan asukaspuisto|24.79959962857143,60.185555928571425
Mustalammen länsipuolen telttailualue|24.5095749,60.3059829
Metsänvartijantie|
Naruportintie|
Palosaarentie|
Tammimäentie|
Kuoppatie|
Kalliomäentie|
Neste Nihtisilta|24.7588522,60.2093119
Täffä|24.8329323037037,60.186015077777775
Kattilavuorenkuja|
Poutapolku|
Espoon tuomiokirkko|24.65226976923077,60.20934953846154
Valinkauhantie|
Kamreerintie|
Valurinpolku|
Lukukuja|
Iso maantie|
Lehmustie|
Lukkarinmäki|
Sunanlaakso|
Kanttiinikuja|
Espoon hammaspalvelu|24.7336726,60.1756711
Heurlinintie|
Vanhatie|
Ciao! Caffe|24.7373732,60.1617793
Cafe Riva Ristorante|24.6563373,60.149188
Pajutie|
Oppilaantie|
Yhtiöntie|
Vanha Myntintie|
Liisankuja|
Martintie|
Aarnivalkean koulu|24.806907302564102,60.18209285384616
Kipparinkuja|
Hannusranta|
Taimimaa|24.832113955000004,60.25049921999998
Lähdepurontie|
Nihtisalontie|
Kirvuntie|
Veininrinne|
Hösmärintie|
Luontotupa|24.514247539999996,60.30915322
Espoon kulttuurikeskus|24.804075,60.1778492
Kivenlahdentie|
Sunanniitynkuja|
Lintukorpi|
Stens skola|24.744562440000003,60.19993414
Luumukuja|
Kuninkaistenkuja|
Ämmässuonkuja|
Kypäräkuja|
Bisa|
Lintuvaaran koulu|24.8065627,60.2386874
Smedsinportti|
Kaitamäki|
Bella Ciao Cucina|24.7384429,60.1619175
Aalto Arkkitehtipaja|24.829155228571427,60.183478900000004
Aalto-yliopisto  Insinööritieteiden korkeakoulu Konetekniikka 1|24.826827968181817,60.187289536363636
Pirkanportti|
Golfpolku|
Domus Center|24.6981361,60.1601751
Iltapäiväntie|
Tollinmäki|
Mikkelänahde|
Metsälammenpuisto|
Makaksentie|
Nissinmäki|
Malminlaakso|
Krenatöörinkuja|
Nelikkotie|
Lehtikaskentie|
Tyrskykuja|
Verkkosaarenkuja|
Barona Areena|24.785951666666666,60.17776537037039
Luomankuja|
Lystimäentie|
Peipontie|
Rajapaaluntie|
Ellipsipolku|
Ravintola Base|24.812386,60.2176673
Tanhuanpää|
Westendin uimaranta|24.800976,60.1627649
Tapiolan koulu ja lukio|24.80512944597703,60.179215759770095
Punametsä|
Seilikuja|
Lintuvaarantie|
Finnoonpuisto|
Kulovalkeantie|
Ullanmäenpolku|
Pihatörmä|
Katajalaakso|
Tähti Pizza|24.6564936,60.1768531
Kuitinmäen raitti|
Mallaskaski|24.6558855,60.1766293
Koronakuja|
Velskolanportti|
AH-Auto Oy|24.6423432,60.2107245
Lotankatu|
Merikarhunkuja|
Ruusukuja|
Salonkitie|
Pitkäjärventie|
As.Oy Espoon Nuottalahti|24.7352243,60.1516028
Tapiolan Tennispuisto|24.80087829354839,60.17260990645162
Etelä-Pohjoinen 8|
Veistokuja|
Kiurunkuja|
Uudenkyläntie|
Jussilantie|
Espoonlahden kirkko|24.65197094545454,60.14931734090908
Vermon Ravirata|24.840664803846153,60.21492138076923
Puolarmetsänkuja|
Otsolahdentie|
Linnoitustie|
Perusmäentie|
Kaskitie|
Mäkkylänkuja|
Tarvaspää - Gallen-Kallela museo|24.838862727272726,60.20644951818183
Kalatorppa|
Vähäniitty|
Palokunnanpuisto|
Sodexo: Kone|24.8265576,60.1870848
Aarnivalkeantie|
Hiiralanpolku|
K-Rauta Espoon keskus|24.654434,60.2150721
Kiveliönpolku|
Vallikallionkuja|
Tennishalli|24.745230637499997,60.24648983750001
Aalto KMP|24.828485731578947,60.18868191578947
Uuttu|24.812651488888893,60.23414991111112
Nuottarinne|
Kuunsäde|
Ansatie|
Salon Marke|24.8310938,60.1838688
Messinkitie|
3A-sport|24.6717891,60.2014273
Pihlajatie|
Purotanhua|
Markkinakatu|
Kiviharjuntie|
Kiilaniityntie|
Toinen järvikuja|
Purnukuja|
Vallikatu|
Juhannuspolku|
Vanha tienhaara|
Nuottakallio|
Pihlajamäentie|
Matinkylän jäähalli 2|24.751159058333332,60.159885558333336
Satulinna|24.6665166,60.2008627
Rypälekuja|
Järvitorppa|
Myrskymäentie|
Villa Takki, Sandkulla|
Lukupuronrinne|
Veho|24.7076437,60.1615146
Iirislahdenranta|
Maalarinkuja|
Laakkonen Espoo|24.755065035294113,60.17962394705882
Malminmäentie|
Visamäenpolku|
Hovitie|
Jousenkaaren koulu|24.787557205263155,60.176045510526315
Lippurinne|
Heikintori|24.80174936,60.17653106
Kalakontintie|
Leppävaaran urheilupuisto|24.7987431,60.2254144
Luuvanmetsä|
Isännänpiha|
Kakkostie|
Krattivuorentie|
Itätuulentie|
Bodomintie|
Holmankuja|
Mustarinne|
Hyljeranta|
Kellokuja|
Kaivertajantie|
Läntinen teollisuuskatu|
Ruusutorpantie|
Kenkä Tapio|24.8037422,60.176413
Ruukinrannantie|
Luukin Ulkoilualue|24.694997748484848,60.316314707575756
Asko|24.7045916,60.1648306
Upseerinkatu|
Lapiopolku|
Kahisevantie|
Ahtaanmäki|
VTT|24.83325850344827,60.18908879310344
Kalliorinteenkuja|
Haukitie|
Taimentie|
Visamäki|
Yläkartanonkuja|
Veräjävahdinraitti|
Piispanmäentie|
Iltayönpolku|
Laattapiste|24.701378520000002,60.15926136
Kluuvintie|
Tammipääntie|
Sävelkaari|
Oracle Finland Oy|24.7488936,60.1668875
Suopellonpolku|
Vuorenjuuri|
Alakartanontie|
Peltomiehentie|
Vähän-henttaan tie|
Jousenkaari|
Kuitinmäentie|
Piispankallio|
Sokinsuonkuja|
Laguna|24.7279158,60.2256638
Väliniitty|
Opettajantie|
Filmtown|24.7225027,60.1634571
Vähän-Henttaan tie|
Suvikuja|
Yliskallionkuja|
Tontunmäentie|
Karamzinin koulu|24.710109,60.2445046
Jahtimestarinkuja|
Kirstintie|
Nostopaikka|
Säterinkuja|
Louhostie|
Suvikummunrinne|
Tollinportti|
Thairavintola Jasmin|24.6557264,60.1990571
Etelä-Pohjoinen 9|
Gasum Vermo|24.8351724,60.2172972
Keskiyöntie|
Hirsalantie|
Laaksolahden ulkoilupuisto|24.744657029032258,60.24613733870971
Komendantintie|
Saunamäentie|
Sävelpuisto|24.819762,60.22322412727272
Kolkekannaksentie|
Niipperinportti|
Finnoonniitty|
